CCDC47,-3
CD79B,-3
CEP95,-18
CSH1,-12
CSH2,-3
CSHL1,-9
DDX42,-12
DDX5,-3
ERN1,-3
FTSJ3,-9
GH1,-6
GH2,-6
ICAM2,-6
LIMD2,-3
LOC101927898,-6
LOC105371858,-18
LOC105371860,-9
LOC105376844,-12
LOC112268204,-21
LOC729683,-15
LRRC37A3,-6
MAP3K3,-12
MILR1,-6
MIR3064,-9
MIR4315-2,-3
MIR5047,-12
MIR6080,-3
PECAM1,-3
POLG2,-15
PRR29,-15
PRR29-AS1,-9
PSMC5,-18
SCN4A,-12
SMARCD2,-15
SMURF2,-6
SNHG25,-9
SNORA50C,-12
SNORD104,-15
STRADA,-9
TEX2,-6
