Sample1,Sample2,Cozero,Isrep,PearsonR,Rsquared,NMI,Spearman
ENCFF409CAG,ENCFF249YKT,False,True,0.9682600237016434,0.9375274734987071,0.8570031608956736,0.9555779532180615
ENCFF759EUU,ENCFF683RST,True,False,0.5788100433545851,0.33502106628813666,0.43313771388647904,0.6586806113557225
ENCFF759EUU,ENCFF683RST,False,False,0.6631435613911161,0.4397593830144929,0.659056652391791,0.8732938392963565
ENCFF759EUU,ENCFF941CSK,True,False,0.5535686231231056,0.30643822050641095,0.40222383138021234,0.625629412952706
ENCFF759EUU,ENCFF941CSK,False,False,0.6435401352610639,0.4141439056918284,0.6446812288622503,0.8632475974432714
ENCFF759EUU,ENCFF289JFI,True,False,0.4799980333713929,0.2303981120404048,0.37799470276796543,0.6258003950731923
ENCFF759EUU,ENCFF289JFI,False,False,0.5910549518417163,0.34934595609661356,0.6586929898348225,0.8704694490947199
ENCFF759EUU,ENCFF778ZUK,True,False,0.5036525803675513,0.25366592171089275,0.41657033691438133,0.6622685678151071
ENCFF759EUU,ENCFF778ZUK,False,False,0.60700906137626,0.36846000059288814,0.6740943366152898,0.8805360417936331
ENCFF759EUU,ENCFF639EED,True,False,0.6123696087647551,0.37499653773869923,0.5021962628166692,0.7366997009035059
ENCFF759EUU,ENCFF639EED,False,False,0.6856413660075704,0.47010408278072713,0.7228859700535859,0.9063397010215505
ENCFF759EUU,ENCFF696EBU,True,False,0.6058683203256576,0.3670764215742337,0.5027565261270441,0.739772356940549
ENCFF759EUU,ENCFF696EBU,False,False,0.683603509582177,0.46731375831306954,0.726164260670513,0.9099927085386407
ENCFF759EUU,ENCFF249YKT,True,False,0.6818409705194134,0.4649071090788556,0.44683867338882155,0.6884923433301731
ENCFF759EUU,ENCFF249YKT,False,False,0.7407491242912698,0.5487092651382831,0.6713824541789909,0.8838911943360293
ENCFF759EUU,ENCFF409CAG,True,False,0.6802207923617063,0.4627003263611876,0.44824343924366333,0.681578905168589
ENCFF759EUU,ENCFF409CAG,False,False,0.7383921480017239,0.5452229642305998,0.6730094757668609,0.8818644606467418
ENCFF942YVE,ENCFF683RST,True,False,0.5779653831191239,0.3340439840840357,0.4359587784628076,0.6585167033583719
ENCFF942YVE,ENCFF683RST,False,False,0.6680567973181204,0.4462998844429442,0.6619696596317384,0.8738403505525846
ENCFF942YVE,ENCFF941CSK,True,False,0.5540889435187578,0.3070145573297332,0.4062778895901729,0.6271998638655734
ENCFF942YVE,ENCFF941CSK,False,False,0.650207777992125,0.42277015456145656,0.6486256048132389,0.8645990051948581
ENCFF942YVE,ENCFF289JFI,True,False,0.4801730770886027,0.23056618396073716,0.3802904698145554,0.623438735550549
ENCFF942YVE,ENCFF289JFI,False,False,0.5969609863614314,0.356362419237613,0.6589961305285138,0.8695634025554091
ENCFF942YVE,ENCFF778ZUK,True,False,0.5029594592010149,0.2529682175997774,0.41999830171467634,0.6624331662367626
ENCFF942YVE,ENCFF778ZUK,False,False,0.6121014517361167,0.37466818721746165,0.6768858526314898,0.8811046809184149
ENCFF942YVE,ENCFF639EED,True,False,0.606289411677504,0.367586850712254,0.5033063734163753,0.7366971280444103
ENCFF942YVE,ENCFF639EED,False,False,0.6871808823300842,0.47221756503995305,0.7247999447227169,0.9068914872650277
ENCFF942YVE,ENCFF696EBU,True,False,0.6001355268355946,0.36016265057023666,0.5044620698995751,0.7405690532026846
ENCFF942YVE,ENCFF696EBU,False,False,0.6854155883171373,0.4697945287081275,0.7286220647512471,0.9108295131004681
ENCFF942YVE,ENCFF249YKT,True,False,0.6816128888305477,0.4645961302199246,0.4476463192925483,0.6865535489985927
ENCFF942YVE,ENCFF249YKT,False,False,0.7442240635320642,0.5538694567401778,0.6727886422911492,0.8836149339145323
ENCFF942YVE,ENCFF409CAG,True,False,0.6790827026963838,0.4611533171014252,0.44926292229497516,0.6799880517389775
ENCFF942YVE,ENCFF409CAG,False,False,0.741879153473699,0.5503846783588523,0.6742319968034818,0.8816352697998515
